id,style,name,alcohol_by_volume,brewery_id,description,TRUE
5496,"Imperial or Double India Pale Ale",Hopnoxxxious,7.4499998093,1336,"This hophead's delight contains 7 hop additions. A malt background balances the hoppy bitterness for a complex flavor.",1
5497,"Golden or Blonde Ale","Bistro Blonde",4.1999998093,1336,"An easy drinking ale that goes well with our food offerings.  Also a great introduction to the world of craft brewing.",1
5499,"Oatmeal Stout","State Street Oatmeal Stout",6.0999999046,1336,"A dark rich full-bodied stout with a dense creamy head.  Full of character and very satisfying.",1
5500,"American Rye Ale or Lager","Bee Sting Honey Rye Ale",6.5,1336,"A smooth golden ale flavored with Pilsner malt and fresh local honey from Schaefer Shack Farms.",1
5501,"American-Style Amber/Red Ale","Amber Waves",4.8499999046,1336,"A clean crisp ale with a beautiful reddish caramel color and a superb balance of hops and malts.",1
5502,"American-Style Pale Ale","Padawan Pale Ale",5,1336,"A mild pleasant ale with lingering hoppy notes.",1
5505,"American-Style Amber/Red Ale","Tailgate Amber Wave",6.1999998093,1232,"Why put everything in a category? Live outside the box. The â€˜flagshipâ€™ of TailGate Beer, Amber Wave, is a completely unique and individual beer that raises the standards and breaks all the molds.


Amber Wave was inspired by America's amber waves of grain and is as unique as apple pie.  The intellectuals behind TailGate Beer created this dark, rose colored ale that drinks like honey and lingers of light caramel, with notes of chocolate and sweet subtle hops. Surprise yourself, and others, with your sophisticated palate and acute ability to find the best beer brewed for drinking, not sampling.",1
5506,"American-Style Brown Ale","Tailgate Brown Ale",5.9000000954,1232,"This is your solution to the same ol' ho hum brown ale you drink all the time. This ale might be dark and intimidating in a glass, yet the first sip proves to be a surprisingly refreshing assault on your taste buds. Complex blends of chocolate and roasted oats complement the essence of bittering hops, and sweet malts.  The balanced combination makes this full flavored ale one to be enjoyed in any occasion.",1
5507,"American-Style India Pale Ale","Tailgate IPA",6.5,1232,"This is what beer is all about.  First swallow offers a nice little bite, followed by a blossom of flavors delivered by our handpicked aromatic hops.  Flavor carries through the end with a full fisted kick of alcohol content that rocks the Richter scale at 6.5%.  A nose of citrus with a floral essence of spice tickles the tongue in this ode to hops.  Discover an IPA that encourages how to enjoy what beer is all about.",1
5508,"Sweet Stout","Tailgate Sweet Stout",6.5999999046,1232,"Bronze medal award winner - Sweet Stout Category â€“ California State Fair 2008 Commercial Craft Brew Competition


Donâ€™t be afraid of the dark. This Sweet Stout is a surprisingly charming, and yet extremely robust ale that spills a soothing bouquet of caramel, chocolate and lightly roasted oats.  As a truly unique foray into the world of stout ales, this sweet stout drinks so light you might be surprised at how apt you are to enjoy the darkest of TailGate Beerâ€™s. The flavors are so rich and smooth that this TGB Sweet Stout can cool you on the hottest of days and warm you in the worst that winter can bring. Here is heaven in a bottle. If it weren't so wrong, this is what you wish mom could have given you in your baby bottle.  Treat yourself right and enjoy an experience that is the best dessert to pass through your lips since mom last made her best fruit pie for you.",1
5509,"American-Style Light Lager","Tailgate Light",4.6999998093,1232,"Why settle for a watered down version of delicious barley and hops when the TailGate Beer Light will make you a convert to the world of light ales. Eat hardy, and enjoy a light beer with serious flavor, lower calories and the most serious attention to the powers that flavor beer.  A nose of citrus and spice with a tongue of vanilla are just a few of the very unique flavors to grace your senses in this Light Ale.  This is the light beer lovers of beer have been waiting for.  This is not a watered down version of a good idea.",1
5510,"South German-Style Hefeweizen","Tailgate Hefeweizen",5,1232,"TailGate Beer does the German style wheat beer right. Hints of citrus, complemented by sprinkles of spice that makes a German, full flavored brew that is really hard to say right.  Proud of the names â€˜weizenâ€™ (wheat) base ingredient, TGB draws most of its flavor from the famed grass plant. This Hef is one truly crisp, and refreshing unfiltered ale that garnishes well with a lemon or an orange!   Be sure to impress your friends with your fine tuned palate and sophisticated verbiage next time you belly up to order your TailGate Beer â€œHEH-feh-vite-zehnâ€",1
5511,"Old Ale","Vintage Ale 2008",8.5,563,"I have crafted this very special ale from the finest Challenger and Northdown hops, Maris Otter malted barley, and of course, our unique yeast, to create a truly extraordinary limited edition brew.


Individually packed and numbered, this bottle is one of only one hundred and forty-five thousand produced.",1
5512,"Ordinary Bitter","Tribute Premium Cornish Ale",4.1999998093,1186,"A Supreme Champion Ale of Cornwall as

voted by CAMRA*, and the South West's Favourite cask beer**, Tribute is a popular

favourite with locals and visitors to Cornwall, as well as being a much sought after guest ale throughout the rest of the UK. It is brewed using specially grown Cornish Gold Malt and is a perfect accompaniment to chicken, gammon or fish. The ideal alternative to a fine white wine.",1
5513,"English-Style India Pale Ale","Proper Job",5.5,1186,"Proper Job is an authentic IPA brewed with Cornish spring water and malt made from a blend of malts including Cornish grown Maris Otter barley.",1
5514,"Ordinary Bitter","HSD Hicks Special Draught",5,1186,"St Austellâ€™s most legendary ale, HSD is fullbodied strong and Cornish, brimming with a kaleidoscope of flavours. Brewed with plenty of malt and lashings of English Fuggles and Golding hops, HSD is truly a classic ale of considerable depth and complexity. The real ale alternative to a well rounded premium red wine and simply superb with steaks and other red meat dishes.",1
5515,"American-Style Lager","Haywards 5000",7.5,1089,"Country of origin:  India 

Beer type:  Lager  

Alcohol content by volume: < 7.5% by volume  

Carbohydrates: - 

Taste:  full bodied malty flavour  

Malts:  Indian malts, 6 row barley  

Hops:  German hop extract (CO2) & Indian hop palate  

Colour:  Golden yellow  

Availability:  India - all seasons, South East Asia, Middle East and Europ 

Fermentation process: Bottom-fermented  

Serving temperature:  7 - 9 Â°C  

Packaging:  650 ml and 330 ml Indian standard glass amber bottle ; 500 ml Non returnable bottles ; 500 ml cans and 330 ml cans ( in select markets) 

 

http://www.sabmiller.in/brands_haywards_5000.html",1
5516,"American-Style Lager","Peroni Nastro Azzurro",5.0999999046,1089,"Peroni its unique taste which is refreshing and dry, with a clear-cut, clean character and clarity, achieved through the exclusive brewing process. This ensures that the beer has both a fresh and natural quality. 


Positioned as â€˜Italian style in a bottleâ€™, from presentation to pouring the brand, Peroni has struck a chord with modern urbanites looking for cosmopolitan class. 


http://www.sabmiller.in/brands_peroni.html",1
5518,"American-Style Lager","Haywards Black",8,1089,"Haywards Black, Indiaâ€™s first genuine stout beer , is handcrafted from a rich blend of the world famous Caledon valley dark roasted barley malt along with a blend of imported and locally produced pale malts. New Zealandâ€™s super alpha hops give Haywards Black a unique and pleasantly bitter taste with a hop like aroma. The Dark Roasted malt provides a rich dark colouring along with a unique smoky taste and aroma. The Slow brewing process which incorporates specially managed yeast creates the creamy head and the rich smooth taste that stout is so much loved for. 


http://www.sabmiller.in/brands_haywards_black.html",1
5519,"American-Style Lager","Foster's Lager Beer",4.9000000954,1089,"Foster'sÂ® Lager is a uniquely Australian beer, brewed with the finest sun-dried malted barley, the purest water, and Foster'sÂ® own specially bred 'Pride of Ringwood' hops imported directly from Australia to give the beer an authentic flavor. Foster'sÂ® Lager Beer has always been at the forefront of brewing technology and the Foster'sÂ® Lager brewed today is the result of over a century of attention of the brewing art. Quality has been the strength of Foster'sÂ® since its earliest days and remains a paramount concern at every stage of the beer's journey from brewery to consumer. Foster'sÂ® crisp, clean flavour won it immediate international acclaim when it was first brewed in Melbourne in 1888. Today, more than one hundred years later, it is still recognized as one of the world's best beers.",1
5522,"American-Style Lager","Royal Challenge",5,1089,"Royal Challenge Premium Lager is the second largest selling mild beer in India. Royal Challenge is brewed with the choicest 6 malt barley. Its long brew duration provides it with a distinct, smooth taste and rich flavour. It has all the hall marks of a great beer - Color that is golden honey, taste that is smooth and crisp, lace that sticks to the wall of the glass. Royal Challenge Premium Lager is the beer for the discerning who have the confidence to make their choices based on their superior taste and knowledge rather than follow the crowd.



http://www.sabmiller.in/brands_royal-challenge.html",1
5523,"American-Style Lager","Knock Out",8,1089,"Country of origin:  India 

Beer type:  Lager  

Alcohol content by volume: < 8 % by volume  

Carbohydrates: - 

Taste:  Smooth and strong with a rich malty taste  

Malts:  Indian malts, 6 row barley  

Hops:  Hops extract from Germany and Indian hops palate  

Colour:  Golden yellow  

Availability:  India  

Fermentation process: Bottom-fermented  

Serving temperature:  7 - 9 Â°C  

Packaging:  650 ml, 330 ml Indian standard glass bottle ; 500 ml cans and 330 ml cans,( in select markets)  


http://www.sabmiller.in/brands_knock-out.html",1
5524,"American-Style Lager","Haywards 2000",7.5,1089,"Haywards 2000 H2K is India's only beer with an ABV of 5.5%, whilst the rest of the beers are either less than 5% or greater than 7.5% - 8%


Taste:  Rich, smooth and crisp taste 

Malts:  Indian malts, 6 row barley 

Hops:  Hop extract from Germany and Indian hops palate 

Colour:  Gold  

Availability:  Parts of India  

Fermentation process: Bottom-fermented  

Serving temperature:  7 - 9 Â°C  

Packaging:  650 ml and 330 ml glass bottle and 330 ml cans  


http://www.sabmiller.in/brands_haywards_2000.html",1
5530,"American-Style Pale Ale","Sante Fe Pale Ale",5.5,1108,"Anything but a typical American Pale, Santa Fe Pale Ale is as full bodied as its most robust English counterparts, while asserting its American origin with a healthy nose resplendent with Cascade and Willamette hops. It finishes with a well-balanced combination of the subtle, almost Pilsner-like maltiness accentuated by the German yeast used to brew this Santa Fe classic, and a hop bite sufficient to leave a lingering smile on the face of any fan of American Pale Ales.",1
5531,"Light American Wheat Ale or Lager","Santa Fe Wheat",5.25,1108,"A true Bavarian wheat yeast, sixty percent wheat malt, and German hops make Santa Fe Wheat Beer as true to the style as any American rendition can be. German Wheat Beer, with its hints of banana and clove, its delectable, spicy, hops, and its pale golden color, is becoming increasingly popular in Americaâ€™s craft brewing world, and with good reason: wheat beers are both light enough to please light beer drinkers, and complex enough to please true micro-brew connoisseurs. To mimic a classic German Hefeweisen, after pouring your Santa Fe Wheat Beer into a glass, swirl the last few drops in the bottle to loosen the yeast from the bottom, then pour the yeast over the top of your beer.",1
5532,"American-Style Brown Ale","Santa Fe Nut Brown",5.1999998093,1108,"The Brown Ale style originated in the pubs of England, where beer drinkers desired a beer that was both flavorful and complex, but at the same time mild enough to be a session beer. The Santa Fe Brewing Company's interpretation of this style uses a combination of high mash temperature, hard water, and low-alpha acid hops to produce a product that is both true to the style and distinctly Santa Fe. Brewing jargon aside, Santa Fe Nut Brown Ale is an easy-drinking beer, mild, smooth, and always a favorite. Try a keg at your next party!",1
5533,Porter,"State Pen Porter",6.4000000954,1108,"A trademark beer of the Santa Fe Brewing Companyâ€™s master brewer, Ty Levis, the State Pen Porter has every reason to be one of his favorites. It is flavorful, swimming with notes of nuts and chocolate; it is drinkable, so drinkable that it is almost as if pint after pint were drinking itself.",1
5535,"American-Style Barley Wine Ale","Chicken Killer Barley Wine",10,1108,"Chicken Killer Barley Wine is the revolutionary beer that will someday define America's unique Barley Wine style. It is brewed with twice the ingredients of the Santa Fe Brewing Company's other beers, and only half the usual amount of liquid is extracted from these ingredients. This makes one substantial beer. At over ten percent alcohol, Chicken Killer is actually as substantial as wine, but this is not to say that it is difficult to drink. On the contrary; be careful with this one. The flavors of the beer are at first as overwhelming as the intense Santa Fe sun. But in the same way our sun gives us the unrivaled brilliant colors of Santa Fe, the potency of Chicken Killer gives us the remarkable spectrum of flavors that can be found in no other beer, in no other city. If you did not have the opportunity to try last year's vintage, come try this year's!",1
5536,"American-Style India Pale Ale","Fiesta IPA",6.3000001907,1108,"A classic beer for those beer lovers who love their hops, Fiesta IPA will take the Pepsi Challenge (or IPA challenge, as we say in New Mexico) against any other pretenders to the throne. Was it divine providence that made this beer the king of the IPA world? Was it a tireless pursuit of glory? No, this IPA has a top-secret recipe to thank for its success, and this meticulously formulated combination of several different hops combined with a very specific brewing process give Fiesta IPA a spicy, citric, and floral infusion of hop character, which is masterfully counterbalanced with the full-bodied maltiness characteristic of the Santa Fe Brewing Companyâ€™s distinctive beers.",1
5537,"German-Style Pilsener","Freestyle Pilsner",5.5,1108,"As its name suggests, this Pilsner does not like to be categorized. Inquiring whether it is a German, Czech, Bavarian, American, or any other style pilsner will result in an impatient sigh and the explanation that the whole philosophy behind this pilsner is that it does not fall into any categories. True, it is brewed with traditional ingredients (soft water, pilsner malt, saaz hops, and German yeast), but it is the way that these ingredients interact, and the characteristics of the yeast, that cause this particular pilsner to defiantly stand alone. The assertively hopped Freestyle pils exudes the flavor and the aroma of the classic Saaz hop (a tribute to â€œthe originalâ€ pilsner), while maintaining enough body to balance but not overpower this hopâ€™s pleasant, spicy tone. An unhurried lagering process so frequently overlooked by American craft brewers is strictly adhered to in the production of Freestyle, which makes this beer by far the most light, clean, and quenching beer in the Santa Fe Brewing Companyâ€™s line up.",1
5538,"Belgian-Style Dubbel","Viszolay Belgian",7.5,1108,"Viszolay is a distinctly continental ale with a hint of the southwest. Belgian malt, Bavarian and Czech hops, and a secret blend of German and Belgian yeast strains provide this beer, inspired by the Trappistâ€™s Dubbel style ale, with a strong traditional base, while a hint of New Mexico wildflower honey infuses it with that ethereal quality that we New Mexicans simply call, â€œenchantingâ€. Like the Trappist ales from which it sprung, Viszolay is light and refreshing. The hopâ€™s subtle notes are overpowered by complex fruity flavors derived from the Belgian yeast, leaving Viszolay a very drinkable (yet rather potent) addition to the Santa Fe Brewing Companyâ€™s family of beers.",1
5539,"German-Style Oktoberfest","Stiegl GoldbrÃ¤u",4.9000000954,1202,"This wonderfully refreshing beer specialty from Stiegl, Austriaâ€™s largest privately owned brewery is brewed in strict adherence with the 1516 purity law of only using water, malt and hops. Stiegl-GoldbrÃ¤u is an Austrian styled beer with its own distinctive Salzburg lager flavor. The 12o original gravity is unparalleled in its even taste and ability to refresh. It is mildly hopped is golden in color has a great head with a superb finish. Stiegl-GoldbrÃ¤u is considered by many connoisseurs to be the worldâ€™s finest beer.",1
5541,"American-Style Light Lager","Stiegl Leicht",3.2999999523,1202,"This is a light beer with a full taste and a third less alcohol so therefore 30% less calories. It is ideal for beer lovers who prefer light beers but do not want to renounce the taste.",1
5544,"American-Style Stout","Guinness 250th Anniversary Stout",5,49,"To mark the 250 year anniversary of the signing of the lease on St. Jame's Gate Brewery by Arthur Guinness, we introduce a special commemorative stout. This premium recipe provides a refreshing taste, which underlies the complex flavor of stout.",1
5545,"German-Style Pilsener","Fahrwasser Fairway Pilsner",5.1999998093,858,"Reid is our onsite go-to beer guy who handles the bulk of our to-go beer sales. Reid is a full-time UAA student who manages to sell beer at MSBC, run a side welding business, keep the golf discs flying all year-round & create music with his band, Bushwood. He wrote and performed his song "No 9 to 5", which resonates his idea of a fairway to heaven.


FAHRWASSER means "fair water" or "fairway". This inspired pilsner breaks par with every sip.


Availability:

AK - draft and 22-oz bottles (limited release begins 05/15/2009)",1
5546,"Fruit Beer","Cafe Amsterdam's 10th Anniversary Gruit",12,858,"SPECIAL COMMEMORATIVE BEER


Former brewer Ken Pajak teamed up with MSBC to create a very special beer to celebrate the 10 years that he and wife Shauna have owned CafÃ© Amsterdam. Since taking over this mid-town establishment, the Pajaks added a â€œbeer & wine licenseâ€ and subsequently transformed the European-style cafÃ© into a beer-centric place to grab breakfast, lunch, dinner and all beers during, around and between these fabulous meals. 


The cafe's beer menu is extensive and all-encompassing. The staff is knowledgeable and enthusiastic. And the beer pour is always rightâ€” temperature, glass, presentation. 


â€œNo hops were harmed in the brewing of this beer.â€ 


Gruit is an old styleâ€”one that incorporates spices, herbs and fruit but no hops. The latter detail makes this style very rare in modern times. CafÃ© Amsterdamâ€™s Gruit is dark, strong and interesting. This combination of pale and dark malts, sage, thyme, cinnamon, black peppercorn and fresh orange peel composes distinctive, substantial flavors that meld together wonderfully. And at 12% ABV, this cellar-friendly ale is ready to lay you down! Thoroughly enjoy this old-world beer now but stash some away for later dwelvings. 


Availability: 

AK - 22-oz bottles (limited release begins 05/29/2009)",1
5547,"American-Style Lager","Wasatch 1st Amendment Lager",4,1318,"A turn of the century pure malt, crisp lager. 1st Amendment Lager is made with European style hops and Munich malts. This beer has a wonderful, clean, crisp flavor certain to please all.",1
5548,"Classic English-Style Pale Ale","Speight's Gold Medal Ale",4,911,,1
5549,"American-Style Pale Ale","Old Slugger Pale Ale",5.5,398,""Old Slugger" is a hearty Pale Ale, copper in color, crisp malty fullness on the front of the palate and lingering hop bitterness on the back with a dry finish.  It is brewed with four barley malts, including two-row English pale and crystal malts, balanced with Mt. Hood, Cascade and Fuggle hops, and fermented in open vessels by Ringwood Yeast, a true top-fermenting ale yeast. "Old Slugger" is the flagship beer of the Cooperstown Brewing Company and was first brewed in July 1995 and bottled in November 1995.",1
5550,"Golden or Blonde Ale","Nine Men Ale",4.3000001907,398,""Nine Man" is a golden ale, brewed from English pale and crystal malts, and with torrified wheat.  It is bittered with Cascade and Cluster hops and finished with Cascade hops.  "Nine Man Ale" was first brewed as a summer seasonal beer in 1996.   It was kegged the first season but not bottled until the opening of the baseball season in April 1997.",1
5551,Porter,"Benchwarmer Porter",6.4000000954,398,""Benchwarmer" is a very smooth Porter brewed in accordance with the original "high gravity" porters of early London. More than 4% chocolate malt, which is the most similar to the brown malts of the early 1700â€™s, gives "Benchwarmer" its dry coffee-like finish. It is fermented with the Ringwood yeast which is an excellent yeast for the brewing of porters. The widely accepted theory of how porter got its name is that it was a very popular beer among the porters who hauled produce and goods around the marketplace of early industrialized London.",1
5552,"American-Style Stout","Strike Out Stout",4.5999999046,398,""Strike Out" is brewed with 6 malts including a balanced portion of chocolate and crystal malts. It is also brewed with 5% flaked oats for a velvet-like mouth feel. English pale, Munich and black malt, plus roasted barley round out the malt bill. Considerably lower in alcohol than both Benchwarmer Porter and Old Slugger Pale Ale, "Strike Out" is a well-rounded stout, opaque black in color with a roasted palate.",1
5553,"English-Style India Pale Ale","Backyard India Pale Ale",6.0999999046,398,""Back Yard" is a golden India Pale Ale. Historically, ale shipped to India in the 19th Century was brewed to higher gravities so that it could mature during the long sea voyage. English brewers also hopped these ales heavily to protect them from spoiling. The term "India pale Ale" or "I.P.A." is still used by brewers to denote a super-premium, hoppy pale ale style. Backyard IPA is no exception. English pale barley malt is predominant in this beer with just a small amount of crystal malt. It is well bittered with Cluster and Cascade hops and finished with a mix of local hop and larger amounts of Fuggle hop.",1
5555,"Imperial or Double India Pale Ale","Apocalypse Cow",10,1260,,1
5556,"American-Style Strong Pale Ale","Green Monsta Ale",7.3000001907,1332,"A BIG PALE ALE with an awsome balance of Belgian malts with Fuggles and East Kent Golding hops.",1
5557,"American-Style Imperial Stout","Mokah Imperial Blended Stout",11,1173,"When empirical and creative impulses collide, the result is often timeless. The classic utility-art aesthetic of the coffee maker is an example of design and engineering working in concert. 


It is through similar cooperation that the simple bitter cocoa bean is transformed into a sweet treat. As scientists, our brewers utilize their materials to exacting standards. As artists, they couldnâ€™t resist the temptation to combine two of our highly acclaimed Blackwater Series Imperial Stouts: Jahva and Choklat. Alone each is perfect, but together as Mokah they are an inimitable expression of two of the worldâ€™s most sought after flavors. Enjoy Mokah stout with â€“ or as â€“ your favorite dessert!

11.0% abv â€¢ 27Âº plato â€¢ Imperial Stout Brewed with Coffee & Chocolate â€¢ 22 oz / 1/6 keg

2-row pale malt â€¢ 2-row barley â€¢ caramel, chocolate & black malts â€¢ roasted barley barley flakes â€¢ Jamaican roasted coffee â€¢ bittersweet Belgian chocolate â€¢ chinook, willamette, cascade & columbus hops",1
5558,"American-Style India Pale Ale","Sculpin India Pale Ale",7,68,"The Sculpin IPA is a testament to our humble beginnings as Home Brew Mart. Founded in 1992, the Mart continues to be a catalyst for the San Diego brewing scene, setting the trend for handcrafted ales. Inspired by our customers, employees and brewers, the Sculpin IPA is bright with aromas of apricot, peach, mango and lemon. Its lighter body also brings out the crispness of the hops. This delicious Ballast Point Ale took a Bronze Medal at the 2007 Great American Beer Festival in the Pro Am category. The Sculpin fish has poisonous spikes on its fins that can give a strong sting. Ironically, the meat from a Sculpin is considered some of the most tasty. Something that has a sting but tastes great, sounds like a Ballast Point India Pale Ale.",1
5560,"South German-Style Weizenbock",Glockenspiel,8,605,,1
5561,"American-Style Brown Ale","Doryman's Dark Ale",5.8000001907,974,"Our American Brown Ale has a dark brown color, with a balanced aroma of roasted malts and Northwest-grown hops. The sweetness of the ale and crystal malts blend beautifully with the assertive flavors of Cascade and Mt. Hood hops. A brew to be savored.


This beer originated as a prize-winning homebrew many years ago. When Darron, the Head Brewer, began designing the beers for the Pelican Pub and Brewery, he adapted his old 5 gallon homebrew recipe to his new 15 bbl (465 gallon) brewery. It was well worth the effort, for not only has the Doryman's Dark Ale been a perennial favorite here at the Pelican Pub, but it has garnered prestigious professional awards.",1
5563,"German-Style Pilsener","Hansa Pils",4.8000001907,460,,1
5565,"Belgian-Style White","Satsuma Harvest Wit",5.0999999046,10,"Real Louisiana Satsumas, golden wheat, oats and the finest barley create Abita Satsuma Harvest Wit. Pale and cloudy, like the haze on a hot summer day, this white beer has a sweet and subtle citrus flavor with a touch of spice that is cool and refreshing. 


Abita Satsuma Harvest Wit is very versatile and can compliment a number of dishes. This brew pairs well with salads, fish, shrimp and lobster, as long as the dishes are not too spicy. Thai dishes, which often have citric notes in their flavor profile, would also perfectly compliment the orange flavors in Abita Satsuma Harvest Wit.",1
5566,"American-Style Light Lager","Miller Genuine Draft 64",2.7999999523,863,,1
5569,"American-Style Amber/Red Ale","Red Rocket Ale",6.8000001907,94,"The brew of choice for mountain bikers, and adventurous types worldwide. (Are you excited now!) This fiery red ale is not for the weak at heart. It originally started out as a Scottish red ale but has taken on flavors of its own. This is a very complex recipe using five different grains to achieve its unique flavor. The caramel malt used is a mixture of Belgian Caravienne and Hugh Bairds Crystal malts. Red Rocket is a full bodied, hoppy brew which finishes on the pallet with caramel malts. Centennial and Cascade hops are used for bittering and aroma.2004 L.A. Commercial Brewing Competition, Gold Medal Winner; 2004 West Coast Commercial Brewers Competition, First Place; 2003 California State Fair, Gold MedalWinner; 2002 California State Fair, Silver Medal Winner; 2001 California State Fair Gold Medal Winner; 2001 Real Ale Festival, Chicago, Bronze Medal Winner; 2000 California State Fair, Bronze Medal Winner; 1999 Great American Beer Festival, Silver Medal Winner; 1998 Great American Beer Festival, Silver Medal Winner - og 1.067, ABV 6.8%, IBU 65+.",1
5570,"Imperial or Double India Pale Ale","Scratch #20 2009 Apollo Imperial Ale",7,1286,"Scratch #20 has been dubbed Apollo Imperial Ale because of our experimentation with a new hop variety.

 

Apollo hops are high alpha acid with an intense aroma. Married with other high alpha hops, with almost two pounds of hops added per barrel produced, AIA has an intense staying power in the back of the throat. After a long discussion between Chris, John and the brewers, they dubbed this hop flavor stinky grapefruit with a hint of perfume. The dark color might lead you to believe the some malt may shine through; but no, the hops are the true player in this ale.

 

Scratch #20 has a dual role, also serving at The Drafting Roomâ€™s Anniversary Ale for 2009. We brewed a bit more to serve the brewery and The Drafting Room, but get it while when you see it. Before this intense hop flavor subsides, this beer will be sold out.",1
5572,"American-Style Amber/Red Ale","Aviator Red",5.25,539,"Buffaloâ€™s favorite red ale. Ruby red and malty flavored with a medium body and a spicy hop signature to balance. Available in bottles and on draft",1
5573,"American-Style Pale Ale","Barnstormer Pale Ale",4.8000001907,539,"Our American Pale Ale. Made with American pale malt for a brilliant straw gold color, American hops (Cascade) for a refreshing citrusy hop character, and our signature ale yeast for a clean smooth finish. Available on draft, and seasonally in our Mixed",1
5574,"American-Style Lager","Buffalo Lager",4.8000001907,539,"Light bodied golden beer, very balanced flavor with soft, clean finish. Available bottles at your favorite store and at an increasing # of bars.",1
5575,"English-Style India Pale Ale","Bird of Prey IPA",8.2600002289,539,"Our true English style IPA. Bready English Malt gives this beer a firm backbone to hang truckloads of East Kent Golding Hops on. Available on draft at the brewery and select â€œBeer Geek Barsâ€ Feb. March April (if it lasts that long).",1
5576,"Traditional German-Style Bock","Blizzard Bock",6.0999999046,539,"Although itâ€™s named after our most famous weather event, this beer has nothing in common with the harsh bite of winter. In fact itâ€™s smooth slightly chocolaty flavor helps you forget Jack Frost altogether. German pale and Munich malts form the base flavors with hints of chocolate and caramel. Very soft, floral German hops ease the finish into dryness. Available on draft and in bottles from November to March.",1
5577,"Scotch Ale","Sky Pilot Scotch Ale",6.5,539,"With a coppery-amber color and a full malty body with flavors of nuts and toffee. The English hops lend enough â€œspiceâ€ to leave a very drinkable finish to this comfort food of a beer. Available on draft from November to May.",1
5578,"Golden or Blonde Ale","Mt. Takhoma Blonde Ale",3.7999999523,633,"German Pilsner Malt and a touch of flaked wheat are used to produce this light bodied, straw colored ale. Horizon and Glacier hops provide the balance. This beer finishes crisp and dry. Try this with and orange slice. 3.8% ABV",1
5579,"American-Style Pale Ale","Pinnacle Peak Pale Ale",4.1999998093,633,"This is a light bodied mildly hoppy ale brewed with a 2-row malted barley, Crystal, and a special Vienna malted barley. Golding and Cascade hops are used to provide the balanced palate for this fine session beer. 4.2% ABV",1
5580,"Extra Special Bitter","Brown's Point ESB",5.5999999046,633,"This E.S.B. is definately the house favorite. Exclusively hopped with Fuggles, this full bodied amber ale finishes smooth and clean. 5.6% ABV",1
5581,Porter,"Puget Brown Porter",5.5999999046,633,"Our brown porter is brewed with eight different malts to produce a smooth, well balanced, dark beer. A specially roasted barley provides a hint of chocolate. 5.6% ABV",1
5582,"American-Style Pale Ale","Bonaventure Pale Ale",5.5,150,"Light amber color and a mild malty background. Well-hopped featuring Cascade hops with a distinct floral finish.",1
5583,"American-Style Imperial Stout","B.O.R.I.S. The Crusher Oatmeal-Imperial Stout",9.3999996185,673,"This Bodacious Oatmeal Russian Imperial Stout will crush you like no other! This is the grand-daddy of all stout styles, with an intensely deep roasted and full bodied flavor. A robust hop character adds a refreshing balance.",1
5585,"Light American Wheat Ale or Lager","Goofy Foot Summer Wheat",4.8000001907,1182,"This beer is lighter style and dry to the palate and with the distinct flavor of wheat makes for a perfect thirst-quenching beer. It is the ideal drink for beer drinker who appreciates tradition and personality in their beer, but also seeks a lighter, refreshing style, perfect for the summer months.",1
5586,"Winter Warmer","Winter Welcome 2008-2009",6,1099,,1
5588,"German-Style Oktoberfest","Heavy Seas Prosit! Imperial Oktoberfest Lager",9,385,"Malt focused, made with five types of grain including Vienna and Munich malts â€“ plus a secret extra malt that we use only in our Prosit! Consider this bomber to be the burly big brother to our Clipper City MarzHon, a three year in a row winner at the Great American Beer Festival. Weâ€™ve balanced the sweetness of the malt with three kinds of hops making this one of the boldest marzen style lagers youâ€™ll ever try.


5 Kinds of Malt, 3 Kinds of Hops

estimated ABV 9% estimated IBU 25",1
5589,"Pumpkin Beer","Heavy Seas The Great Pumpkin Imperial Pumpkin Ale",8.5,385,"The secret is in the 2.5 pounds of spice per barrel for this fall brew. We add the pumpkin during the mash at precisely the right time to create just the perfect balance of malt, hops, pumpkin and spice.


estimated ABV 8.5% estimated IBU 25

Malt, Hops, Pumpkin & our Secret Spices",1
5590,"German-Style Oktoberfest","Hooker Oktoberfest",5.8000001907,1258,"Originally brewed to celebrate the beginning of the German brewing season and the 1810 wedding of crown prince Ludwig of Bavaria and his bride-to-be, princess Therese of Saxon-Hildburghausen. This amber beer was brewed in March ("Marzenbier") and left to age in cool lagering caves during the heat of the summer. Our rich and satisfying Bavarian-style OctoberFest comes from a special blend of imported German malts that creates a full-bodied brew and stresses a malty flavor and lingering aroma. Gently hopped and delicately balanced, its true-to-style, slow fermentation and long, cold maturation produces a luxuriously smooth, award-winning brew.",1
5591,"American-Style Pale Ale","Terrapin Rye Pale Ale",5.5,1243,"By using an exact amount of rye, a grain seldom found in other micro brewed beers, the Rye Pale Ale acquires its signature taste. Made with five varieties of hops and a generous amount of specialty malts, it offers a complex flavor and aroma that is both aggressive and well balanced â€“ a rare find among beers.


The Terrapin Rye Pale Ale was released in Athens, GA in April of 2002 at the Classic City Brew Fest. Six months later this beer which was sold only in Athens was awarded the American Pale Ale Gold Medal at the 2002 Great American Beer Festival, the most prestigious competition in North America. We hope you will agree with our peers in the brewing industry that this is truly one of the best pale ales in the country.",1
